  1.0000000e+002  1.7500000e+002
  1.8000000e+002  6.5000000e+001
  1.6500000e+002  1.6500000e+002
  1.8500000e+002  1.4000000e+002
  1.6000000e+002  7.5000000e+001
  1.3000000e+002  1.4000000e+002
  7.0000000e+001  1.1000000e+002
  6.0000000e+001  9.0000000e+001
  5.0000000e+000  1.5500000e+002
  1.0500000e+002  1.2500000e+002
  9.5000000e+001  1.7500000e+002
  1.7500000e+002  6.5000000e+001
  1.6000000e+002  1.6500000e+002
  1.8000000e+002  1.4000000e+002
  1.5500000e+002  7.5000000e+001
  1.2500000e+002  1.4000000e+002
  6.5000000e+001  1.1000000e+002
  5.5000000e+001  9.0000000e+001
  0.0000000e+000  1.5500000e+002
  1.0000000e+002  1.2500000e+002
  1.0500000e+002  1.7500000e+002
  1.8500000e+002  6.5000000e+001
  1.7000000e+002  1.6500000e+002
  1.9000000e+002  1.4000000e+002
  1.6500000e+002  7.5000000e+001
  1.3500000e+002  1.4000000e+002
  7.5000000e+001  1.1000000e+002
  6.5000000e+001  9.0000000e+001
  1.0000000e+001  1.5500000e+002
  1.1000000e+002  1.2500000e+002
  1.0000000e+002  1.7000000e+002
  1.8000000e+002  6.0000000e+001
  1.6500000e+002  1.6000000e+002
  1.8500000e+002  1.3500000e+002
  1.6000000e+002  7.0000000e+001
  1.3000000e+002  1.3500000e+002
  7.0000000e+001  1.0500000e+002
  6.0000000e+001  8.5000000e+001
  5.0000000e+000  1.5000000e+002
  1.0500000e+002  1.2000000e+002
  1.0000000e+002  1.8000000e+002
  1.8000000e+002  7.0000000e+001
  1.6500000e+002  1.7000000e+002
  1.8500000e+002  1.4500000e+002
  1.6000000e+002  8.0000000e+001
  1.3000000e+002  1.4500000e+002
  7.0000000e+001  1.1500000e+002
  6.0000000e+001  9.5000000e+001
  5.0000000e+000  1.6000000e+002
  1.0500000e+002  1.3000000e+002
