  2.0000000e+000  5.2422110e-001
  0.0000000e+000  3.9923451e-001
  1.0000000e+000  8.9943073e-001
  1.0000000e+000  1.7143496e-001
  1.0000000e+000  2.4718464e-002
  1.0000000e+000  5.9218257e-001
  0.0000000e+000  5.7021928e-001
  1.0000000e+000  5.8246182e-001
  0.0000000e+000  3.4133805e-001
  0.0000000e+000  5.5955970e-001
  1.0000000e+000  3.9767367e-001
  0.0000000e+000  9.4568950e-001
  2.0000000e+000  8.7650402e-001
  2.0000000e+000  9.8844944e-001
  0.0000000e+000  3.9136989e-001
  0.0000000e+000  9.2011523e-001
  2.0000000e+000  4.5750705e-001
  1.0000000e+000  6.6164285e-001
  1.0000000e+000  5.2144984e-001
  2.0000000e+000  9.8290122e-001
  0.0000000e+000  8.9966918e-001
  1.0000000e+000  6.3020440e-001
  2.0000000e+000  3.4682594e-001
  2.0000000e+000  3.0583937e-001
  2.0000000e+000  9.0123900e-001
  0.0000000e+000  1.0659606e-001
  2.0000000e+000  2.9631870e-001
  0.0000000e+000  8.5155737e-001
  1.0000000e+000  7.2941357e-001
  0.0000000e+000  6.4278163e-001
