  2.0000000e+000  4.0755743e-001
  1.0000000e+000  2.1247898e-001
  2.0000000e+000  6.2753579e-001
  2.0000000e+000  8.3186013e-001
  2.0000000e+000  7.6269038e-001
  0.0000000e+000  7.6332717e-001
  0.0000000e+000  7.0135502e-001
  2.0000000e+000  8.1795376e-001
  0.0000000e+000  1.8777775e-001
  2.0000000e+000  1.9689628e-001
  0.0000000e+000  2.1162186e-001
  1.0000000e+000  7.6618673e-001
  2.0000000e+000  9.1398180e-001
  2.0000000e+000  2.3086491e-001
  2.0000000e+000  3.4705555e-001
  1.0000000e+000  6.9893394e-001
  0.0000000e+000  1.6883686e-002
  1.0000000e+000  5.5850366e-001
  0.0000000e+000  6.0621266e-001
  1.0000000e+000  4.5008501e-001
  2.0000000e+000  3.0408652e-002
  0.0000000e+000  9.8917023e-001
  1.0000000e+000  4.1021685e-002
  0.0000000e+000  4.7635199e-002
  2.0000000e+000  1.1400346e-001
  0.0000000e+000  3.0955364e-001
  1.0000000e+000  7.0970334e-001
  1.0000000e+000  1.2329376e-001
  2.0000000e+000  5.1246464e-001
  1.0000000e+000  9.6192180e-002
