  0.0000000e+000  2.5811674e-001
  2.0000000e+000  7.3412922e-001
  2.0000000e+000  4.3744405e-001
  2.0000000e+000  3.1245671e-001
  2.0000000e+000  9.0365623e-001
  2.0000000e+000  6.9507583e-001
  2.0000000e+000  7.5679420e-001
  2.0000000e+000  2.6664349e-001
  2.0000000e+000  6.1122291e-001
  0.0000000e+000  1.7228306e-001
  0.0000000e+000  1.5187851e-001
  2.0000000e+000  6.8394233e-001
  2.0000000e+000  2.1795207e-001
  2.0000000e+000  7.6368442e-001
  2.0000000e+000  6.6946644e-002
  2.0000000e+000  2.4018173e-001
  2.0000000e+000  3.5421523e-001
  0.0000000e+000  6.0765990e-001
  2.0000000e+000  4.1287770e-001
  2.0000000e+000  6.1612291e-001
  0.0000000e+000  4.3182709e-001
  0.0000000e+000  4.1589863e-001
  0.0000000e+000  7.1580858e-001
  0.0000000e+000  8.7649114e-001
  2.0000000e+000  2.6224696e-001
  2.0000000e+000  3.0436205e-002
  0.0000000e+000  6.4332206e-001
  2.0000000e+000  8.2455552e-001
  2.0000000e+000  7.7862597e-001
  0.0000000e+000  4.7525792e-001
