  0.0000000e+000  4.8289882e-002
  1.0000000e+000  3.8015200e-001
  1.0000000e+000  4.1279122e-001
  0.0000000e+000  4.0139130e-001
  1.0000000e+000  4.2099713e-001
  0.0000000e+000  3.7695369e-001
  2.0000000e+000  9.0733653e-001
  1.0000000e+000  6.7016214e-001
  2.0000000e+000  9.6183852e-001
  1.0000000e+000  1.6297934e-001
  2.0000000e+000  7.4864941e-001
  1.0000000e+000  3.7406572e-001
  2.0000000e+000  4.5423651e-001
  0.0000000e+000  3.8560696e-002
  1.0000000e+000  5.6243201e-001
  1.0000000e+000  3.7231215e-001
  0.0000000e+000  7.9278371e-001
  1.0000000e+000  7.9523097e-001
  0.0000000e+000  3.8291447e-001
  1.0000000e+000  2.5278980e-001
  2.0000000e+000  3.4292786e-001
  0.0000000e+000  9.6780449e-001
  0.0000000e+000  4.7980839e-001
  0.0000000e+000  3.6832756e-001
  2.0000000e+000  7.6456716e-001
  0.0000000e+000  3.7714897e-001
  2.0000000e+000  9.0030622e-001
  1.0000000e+000  1.8343205e-001
  2.0000000e+000  3.6831732e-001
  0.0000000e+000  9.1745704e-001
