  1.0000000e+000  7.4180541e-001
  2.0000000e+000  9.9483254e-001
  1.0000000e+000  8.6674820e-001
  0.0000000e+000  4.8581276e-001
  2.0000000e+000  9.0330541e-001
  0.0000000e+000  2.0314485e-002
  2.0000000e+000  6.3678745e-001
  1.0000000e+000  9.4405571e-001
  2.0000000e+000  4.0780155e-002
  0.0000000e+000  2.8567164e-001
  1.0000000e+000  6.7725380e-001
  0.0000000e+000  5.8617832e-001
  1.0000000e+000  6.4969619e-002
  2.0000000e+000  8.7921185e-001
  0.0000000e+000  4.8790932e-001
  1.0000000e+000  8.9147557e-001
  0.0000000e+000  7.6229473e-001
  1.0000000e+000  6.5530482e-001
  1.0000000e+000  9.7148152e-001
  0.0000000e+000  1.7113911e-001
  0.0000000e+000  1.3596515e-001
  0.0000000e+000  7.5521067e-001
  1.0000000e+000  3.1321696e-001
  2.0000000e+000  4.6325242e-001
  1.0000000e+000  3.3943415e-001
  1.0000000e+000  9.6218324e-003
  0.0000000e+000  3.3380144e-001
  1.0000000e+000  2.4682326e-001
  2.0000000e+000  9.9406089e-001
  2.0000000e+000  9.0556697e-001
